Account,Month,Trx,# Speaker Programs,# Calls,# PDE,# Emails,# Clicks,# Samples
A393B018,8,660,2,8,11,37,23,70
A393B018,9,660,3,1,10,32,16,19
A393B018,10,660,2,1,10,31,15,17
A393B018,11,660,0,1,9,23,8,6
A393B018,12,660,1,1,9,29,13,12
A393B018,13,????,0,1,9,23,8,6
A393B018,14,????,0,1,9,23,8,6
A393B018,15,????,0,1,9,23,8,6
A393B018,16,????,0,1,9,23,8,6
A393B018,17,????,0,1,9,23,8,6
A393B018,18,????,0,1,9,23,8,6
A394B018,1,702,0,1,9,23,8,6
A394B018,2,915,3,1,10,32,16,19
A394B018,3,158,2,1,10,31,15,17
A394B018,4,244,1,1,9,29,13,12
A394B018,5,1031,3,1,10,32,16,19
A394B018,6,368,4,1,10,33,17,20
A394B018,7,818,1,1,9,29,13,12
A394B018,8,1416,2,1,10,31,15,17
A394B018,9,433,3,1,10,32,16,19
A394B018,10,660,3,1,10,32,16,19
A394B018,11,396,3,1,10,32,16,19
A394B018,12,511,1,1,9,29,13,12
A394B018,13,????,3,1,10,32,16,19
A394B018,14,????,3,1,10,32,16,19
A394B018,15,????,3,1,10,32,16,19
A394B018,16,????,2,1,10,31,15,17
A394B018,17,????,3,1,10,32,16,19
A394B018,18,????,5,14,12,41,29,158
A395B018,1,1934,5,1,10,33,17,20
A395B018,2,644,7,18,12,42,31,214
A395B018,3,2158,5,16,12,41,29,176
A395B018,4,3276,6,22,13,43,33,294
A395B018,5,660,3,1,10,32,16,19
A395B018,6,524,9,22,13,44,35,319
A395B018,7,1648,1,1,9,29,13,12
A395B018,8,1872,3,12,11,39,25,108
A395B018,9,1197,5,1,10,33,17,20
A395B018,10,972,4,1,10,33,17,20
A395B018,11,1972,3,1,10,32,16,19
A395B018,12,2257,5,1,10,33,17,20
A395B018,13,????,5,22,13,42,32,278
A395B018,14,????,5,1,10,33,17,20
A395B018,15,????,7,12,12,41,29,140
A395B018,16,????,3,1,10,32,16,19
A395B018,17,????,5,8,11,39,25,81
A395B018,18,????,7,1,10,34,18,22
A396B018,1,3747,3,1,10,32,16,19
A396B018,2,6029,3,1,10,32,16,19
A396B018,3,6980,5,12,12,40,28,132
A396B018,4,3812,3,1,10,32,16,19
A396B018,5,5677,5,1,10,33,17,20
A396B018,6,5330,1,1,9,29,13,12
A396B018,7,8605,2,14,11,38,24,114
A396B018,8,4239,6,8,11,39,25,81
A396B018,9,6142,2,1,10,31,15,17
A396B018,10,7013,4,14,12,40,28,148
A396B018,11,8437,3,8,11,38,24,76
A396B018,12,6471,2,12,11,38,24,101
A396B018,13,????,1,1,9,29,13,12
A396B018,14,????,2,8,11,37,23,70
A396B018,15,????,1,1,9,29,13,12
A396B018,16,????,1,8,10,35,19,51
A396B018,17,????,0,1,9,23,8,6
A396B018,18,????,1,12,11,36,21,83
A397B018,1,3841,4,1,10,33,17,20
A397B018,2,5129,0,1,9,23,8,6
A397B018,3,4434,2,1,10,31,15,17
A397B018,4,3873,3,1,10,32,16,19
A397B018,5,5555,3,14,12,39,26,134
A397B018,6,5529,3,12,11,39,25,108
A397B018,7,5529,2,1,10,31,15,17
A397B018,8,3205,3,1,10,32,16,19
A397B018,9,4556,3,1,10,32,16,19
A397B018,10,2910,1,1,9,29,13,12
A397B018,11,5127,2,1,10,31,15,17
A397B018,12,4067,1,1,9,29,13,12
A397B018,13,????,1,1,9,29,13,12
A397B018,14,????,1,18,12,37,24,146
A397B018,15,????,1,1,9,29,13,12
A397B018,16,????,4,14,12,40,28,148
A397B018,17,????,3,14,12,39,26,134
A397B018,18,????,3,18,12,40,28,184
A398B018,1,1587,5,1,10,33,17,20
A398B018,2,1616,5,19,12,41,29,205
A398B018,3,935,5,16,12,41,29,176
A398B018,4,419,2,1,10,31,15,17
A398B018,5,1220,3,19,12,40,28,193
A398B018,6,1445,3,12,11,39,25,108
A398B018,7,1696,2,12,11,38,24,101
A398B018,8,1238,2,14,11,38,24,114
A398B018,9,1654,3,12,11,39,25,108
A398B018,10,1496,2,1,10,31,15,17
A398B018,11,868,5,12,12,40,28,132
A398B018,12,2808,2,19,12,39,26,175
A398B018,13,????,2,12,11,38,24,101
A398B018,14,????,3,14,12,39,26,134
A398B018,15,????,1,1,9,29,13,12
A398B018,16,????,5,16,12,41,29,176
A398B018,17,????,1,1,9,29,13,12
A398B018,18,????,1,1,9,29,13,12
A399B018,1,2517,4,37,14,43,35,548
A399B018,2,2229,3,35,14,42,33,475
A399B018,3,3122,3,1,10,32,16,19
A399B018,4,2162,4,32,14,43,35,470
A399B018,5,2729,3,27,13,41,30,311
A399B018,6,2761,2,31,13,41,30,359
A399B018,7,2529,3,29,13,41,30,335
A399B018,8,2739,4,16,12,40,28,166
A399B018,9,2942,2,29,13,40,29,316
A399B018,10,3217,2,39,14,41,31,490
A399B018,11,3806,0,22,12,23,9,41
A399B018,12,3172,1,36,14,39,28,386
A399B018,13,????,1,28,13,38,26,259
A399B018,14,????,2,37,14,41,31,463
A399B018,15,????,2,27,13,40,29,293
A399B018,16,????,1,35,14,39,28,375
A399B018,17,????,1,31,13,39,27,307
A399B018,18,????,0,48,15,23,10,115
A400B018,1,3454,5,48,15,44,37,814
A400B018,2,2832,5,43,15,44,37,719
A400B018,3,2561,3,37,14,42,33,505
A400B018,4,2487,6,38,14,44,36,594
A400B018,5,1757,5,48,15,44,37,814
A400B018,6,2985,1,41,14,40,30,489
A400B018,7,1594,5,43,15,44,37,719
A400B018,8,3022,5,43,15,44,37,719
A400B018,9,1682,9,51,16,46,42,1060
A400B018,10,3245,7,64,17,46,44,1475
A400B018,11,2411,7,46,15,45,39,836
A400B018,12,3660,5,41,15,44,37,682
A400B018,13,????,5,53,16,45,41,1057
A400B018,14,????,7,57,16,46,42,1205
A400B018,15,????,3,35,14,42,33,475
A400B018,16,????,3,27,13,41,30,311
A400B018,17,????,1,46,15,40,31,591
A400B018,18,????,1,43,14,40,30,516
A401B018,1,1794,7,16,12,42,31,193
A401B018,2,1643,5,1,10,33,17,20
A401B018,3,5042,3,1,10,32,16,19
A401B018,4,1869,3,1,10,32,16,19
A401B018,5,3021,8,12,12,41,29,140
A401B018,6,1498,3,1,10,32,16,19
A401B018,7,2724,5,8,11,39,25,81
A401B018,8,1308,7,8,11,40,27,89
A401B018,9,3766,5,1,10,33,17,20
A401B018,10,4064,7,12,12,41,29,140
A401B018,11,1476,3,8,11,38,24,76
A401B018,12,1683,5,14,12,41,29,158
A401B018,13,????,7,16,12,42,31,193
A401B018,14,????,5,14,12,41,29,158
A401B018,15,????,3,16,12,40,28,166
A401B018,16,????,4,12,11,39,25,108
A401B018,17,????,6,12,12,41,29,140
A401B018,18,????,5,1,10,33,17,20
A402B018,1,660,0,1,9,23,8,6
A402B018,2,660,1,1,9,29,13,12
A402B018,3,660,0,1,9,23,8,6
A402B018,4,660,0,1,9,23,8,6
A402B018,5,660,0,1,9,23,8,6
A402B018,6,660,0,1,9,23,8,6
A402B018,7,660,3,1,10,32,16,19
A402B018,8,660,1,1,9,29,13,12
A402B018,9,660,1,1,9,29,13,12
A402B018,10,660,1,1,9,29,13,12
A402B018,11,660,1,1,9,29,13,12
A402B018,12,660,2,1,10,31,15,17
A402B018,13,????,0,1,9,23,8,6
A402B018,14,????,0,1,9,23,8,6
A402B018,15,????,0,1,9,23,8,6
A402B018,16,????,0,1,9,23,8,6
A402B018,17,????,0,1,9,23,8,6
A402B018,18,????,0,1,9,23,8,6
A403B018,1,1958,1,1,9,29,13,12
A403B018,2,1393,2,1,10,31,15,17
A403B018,3,1133,1,1,9,29,13,12
A403B018,4,1641,0,1,9,23,8,6
A403B018,5,2335,1,1,9,29,13,12
A403B018,6,2064,1,1,9,29,13,12
A403B018,7,2373,0,1,9,23,8,6
A403B018,8,5484,0,1,9,23,8,6
A403B018,9,2396,1,1,9,29,13,12
A403B018,10,2767,1,1,9,29,13,12
A403B018,11,1739,1,12,11,36,21,83
A403B018,12,975,0,1,9,23,8,6
A403B018,13,????,0,1,9,23,8,6
A403B018,14,????,1,18,12,37,24,146
A403B018,15,????,1,8,10,35,19,51
A403B018,16,????,1,1,9,29,13,12
A403B018,17,????,0,1,9,23,8,6
A403B018,18,????,1,1,9,29,13,12
A404B018,1,660,3,1,10,32,16,19
A404B018,2,3169,1,1,9,29,13,12
A404B018,3,660,2,1,10,31,15,17
A404B018,4,660,1,1,9,29,13,12
A404B018,5,2049,1,1,9,29,13,12
A404B018,6,660,0,1,9,23,8,6
A404B018,7,2839,3,1,10,32,16,19
A404B018,8,1549,1,1,9,29,13,12
A404B018,9,660,1,1,9,29,13,12
A404B018,10,2040,3,1,10,32,16,19
A404B018,11,660,4,1,10,33,17,20
A404B018,12,1169,5,1,10,33,17,20
A404B018,13,????,4,1,10,33,17,20
A404B018,14,????,2,1,10,31,15,17
A404B018,15,????,6,1,10,34,18,22
A404B018,16,????,3,1,10,32,16,19
A404B018,17,????,1,1,9,29,13,12
A404B018,18,????,2,1,10,31,15,17
A405B018,1,3894,5,8,11,39,25,81
A405B018,2,2815,4,1,10,33,17,20
A405B018,3,5356,3,1,10,32,16,19
A405B018,4,6587,2,1,10,31,15,17
A405B018,5,10000,5,8,11,39,25,81
A405B018,6,2298,7,16,12,42,31,193
A405B018,7,644,4,12,11,39,25,108
A405B018,8,3463,4,8,11,38,24,76
A405B018,9,4987,4,1,10,33,17,20
A405B018,10,660,7,1,10,34,18,22
A405B018,11,6734,7,19,13,43,33,257
A405B018,12,5071,5,8,11,39,25,81
A405B018,13,????,4,1,10,33,17,20
A405B018,14,????,6,12,12,41,29,140
A405B018,15,????,4,1,10,33,17,20
A405B018,16,????,4,12,11,39,25,108
A405B018,17,????,3,12,11,39,25,108
A405B018,18,????,5,1,10,33,17,20
A406B018,1,660,0,1,9,23,8,6
A406B018,2,3394,0,1,9,23,8,6
A406B018,3,4869,0,1,9,23,8,6
A406B018,4,2870,0,1,9,23,8,6
A406B018,5,1975,0,1,9,23,8,6
A406B018,6,3786,0,1,9,23,8,6
A406B018,7,1352,0,1,9,23,8,6
A406B018,8,2013,0,1,9,23,8,6
A406B018,9,1505,0,1,9,23,8,6
A406B018,10,3298,0,1,9,23,8,6
A406B018,11,3209,0,1,9,23,8,6
A406B018,12,1897,0,1,9,23,8,6
A406B018,13,????,0,1,9,23,8,6
A406B018,14,????,0,1,9,23,8,6
A406B018,15,????,0,1,9,23,8,6
A406B018,16,????,0,1,9,23,8,6
A406B018,17,????,0,1,9,23,8,6
A406B018,18,????,0,1,9,23,8,6
A407B018,1,660,0,1,9,23,8,6
A407B018,2,660,0,1,9,23,8,6
A407B018,3,1138,0,1,9,23,8,6
A407B018,4,2714,0,1,9,23,8,6
A407B018,5,660,0,1,9,23,8,6
A407B018,6,660,0,1,9,23,8,6
A407B018,7,660,1,1,9,29,13,12
A407B018,8,660,0,1,9,23,8,6
A407B018,9,660,0,1,9,23,8,6
A407B018,10,660,0,1,9,23,8,6
A407B018,11,660,0,1,9,23,8,6
A407B018,12,660,0,1,9,23,8,6
A407B018,13,????,0,1,9,23,8,6
A407B018,14,????,0,1,9,23,8,6
A407B018,15,????,0,1,9,23,8,6
A407B018,16,????,0,1,9,23,8,6
A407B018,17,????,0,1,9,23,8,6
A407B018,18,????,1,1,9,29,13,12
A408B018,1,3577,1,23,12,38,25,197
A408B018,2,4590,2,22,12,39,26,201
A408B018,3,4016,1,19,12,37,24,153
A408B018,4,5135,2,23,12,40,28,232
A408B018,5,5360,5,29,13,43,33,386
A408B018,6,4712,2,21,12,39,26,192
A408B018,7,3164,1,16,12,37,24,132
A408B018,8,2372,4,22,13,41,30,255
A408B018,9,4973,4,16,12,40,28,166
A408B018,10,3147,3,14,12,39,26,134
A408B018,11,3519,3,16,12,40,28,166
A408B018,12,4341,3,19,12,40,28,193
A408B018,13,????,2,19,12,39,26,175
A408B018,14,????,5,28,13,43,33,373
A408B018,15,????,1,14,11,36,21,95
A408B018,16,????,5,32,14,43,35,470
A408B018,17,????,1,19,12,37,24,153
A408B018,18,????,4,32,14,43,35,470
A409B018,1,3289,0,1,9,23,8,6
A409B018,2,2614,0,1,9,23,8,6
A409B018,3,6167,0,1,9,23,8,6
A409B018,4,3395,0,1,9,23,8,6
A409B018,5,4612,0,1,9,23,8,6
A409B018,6,6032,0,1,9,23,8,6
A409B018,7,5366,0,1,9,23,8,6
A409B018,8,3913,1,1,9,29,13,12
A409B018,9,5089,0,1,9,23,8,6
A409B018,10,4655,1,1,9,29,13,12
A409B018,11,6202,0,1,9,23,8,6
A409B018,12,4755,0,1,9,23,8,6
A409B018,13,????,0,1,9,23,8,6
A409B018,14,????,0,1,9,23,8,6
A409B018,15,????,0,1,9,23,8,6
A409B018,16,????,0,1,9,23,8,6
A409B018,17,????,0,1,9,23,8,6
A409B018,18,????,0,1,9,23,8,6
A410B018,1,7689,5,14,12,41,29,158
A410B018,2,7953,8,8,11,40,27,89
A410B018,3,2403,6,1,10,34,18,22
A410B018,4,6736,8,14,12,42,31,173
A410B018,5,3384,8,12,12,41,29,140
A410B018,6,2104,7,28,14,44,36,431
A410B018,7,10000,10,14,12,42,31,173
A410B018,8,7093,7,22,13,43,33,294
A410B018,9,6316,6,1,10,34,18,22
A410B018,10,1516,6,1,10,34,18,22
A410B018,11,5767,9,1,11,35,20,29
A410B018,12,3422,7,1,10,34,18,22
A410B018,13,????,6,1,10,34,18,22
A410B018,14,????,6,12,12,41,29,140
A410B018,15,????,2,1,10,31,15,17
A410B018,16,????,5,12,12,40,28,132
A410B018,17,????,3,1,10,32,16,19
A410B018,18,????,5,14,12,41,29,158
A411B018,1,660,1,1,9,29,13,12
A411B018,2,1608,1,14,11,36,21,95
A411B018,3,660,1,19,12,37,24,153
A411B018,4,660,1,1,9,29,13,12
A411B018,5,660,1,1,9,29,13,12
A411B018,6,660,0,1,9,23,8,6
A411B018,7,660,2,8,11,37,23,70
A411B018,8,647,3,8,11,38,24,76
A411B018,9,2688,2,12,11,38,24,101
A411B018,10,660,2,1,10,31,15,17
A411B018,11,803,2,14,11,38,24,114
A411B018,12,908,1,12,11,36,21,83
A411B018,13,????,1,1,9,29,13,12
A411B018,14,????,1,12,11,36,21,83
A411B018,15,????,1,14,11,36,21,95
A411B018,16,????,1,1,9,29,13,12
A411B018,17,????,0,1,9,23,8,6
A411B018,18,????,0,1,9,23,8,6
A412B018,1,2427,5,12,12,40,28,132
A412B018,2,879,7,1,10,34,18,22
A412B018,3,1111,5,8,11,39,25,81
A412B018,4,2371,6,16,12,41,29,176
A412B018,5,5648,3,8,11,38,24,76
A412B018,6,912,3,1,10,32,16,19
A412B018,7,5213,7,18,12,42,31,214
A412B018,8,6049,5,8,11,39,25,81
A412B018,9,2920,3,8,11,38,24,76
A412B018,10,5085,7,16,12,42,31,193
A412B018,11,3466,3,12,11,39,25,108
A412B018,12,3139,2,1,10,31,15,17
A412B018,13,????,3,1,10,32,16,19
A412B018,14,????,2,1,10,31,15,17
A412B018,15,????,0,1,9,23,8,6
A412B018,16,????,4,12,11,39,25,108
A412B018,17,????,0,1,9,23,8,6
A412B018,18,????,4,16,12,40,28,166
A413B018,1,660,0,1,9,23,8,6
A413B018,2,660,3,1,10,32,16,19
A413B018,3,1045,1,1,9,29,13,12
A413B018,4,660,3,1,10,32,16,19
A413B018,5,660,3,1,10,32,16,19
A413B018,6,1676,3,1,10,32,16,19
A413B018,7,660,1,1,9,29,13,12
A413B018,8,660,6,1,10,34,18,22
A413B018,9,2343,3,1,10,32,16,19
A413B018,10,2138,2,1,10,31,15,17
A413B018,11,3099,2,1,10,31,15,17
A413B018,12,6596,2,1,10,31,15,17
A413B018,13,????,5,1,10,33,17,20
A413B018,14,????,4,1,10,33,17,20
A413B018,15,????,2,1,10,31,15,17
A413B018,16,????,1,1,9,29,13,12
A413B018,17,????,4,1,10,33,17,20
A413B018,18,????,1,1,9,29,13,12
A414B018,1,4524,2,14,11,38,24,114
A414B018,2,5220,6,14,12,41,29,158
A414B018,3,3698,5,1,10,33,17,20
A414B018,4,4307,7,14,12,42,31,173
A414B018,5,3286,5,1,10,33,17,20
A414B018,6,6113,5,18,12,41,29,195
A414B018,7,4403,2,12,11,38,24,101
A414B018,8,6662,3,1,10,32,16,19
A414B018,9,3112,5,18,12,41,29,195
A414B018,10,4689,5,12,12,40,28,132
A414B018,11,5073,5,1,10,33,17,20
A414B018,12,4914,5,12,12,40,28,132
A414B018,13,????,5,14,12,41,29,158
A414B018,14,????,7,21,13,43,33,281
A414B018,15,????,7,18,12,42,31,214
A414B018,16,????,3,1,10,32,16,19
A414B018,17,????,3,14,12,39,26,134
A414B018,18,????,8,8,11,40,27,89
A415B018,1,6409,0,1,9,23,8,6
A415B018,2,6275,0,1,9,23,8,6
A415B018,3,660,0,1,9,23,8,6
A415B018,4,660,0,1,9,23,8,6
A415B018,5,660,0,1,9,23,8,6
A415B018,6,660,0,1,9,23,8,6
A415B018,7,660,0,1,9,23,8,6
A415B018,8,660,0,1,9,23,8,6
A415B018,9,660,0,1,9,23,8,6
A415B018,10,660,0,1,9,23,8,6
A415B018,11,660,0,1,9,23,8,6
A415B018,12,660,0,1,9,23,8,6
A415B018,13,????,0,1,9,23,8,6
A415B018,14,????,0,1,9,23,8,6
A415B018,15,????,0,1,9,23,8,6
A415B018,16,????,0,1,9,23,8,6
A415B018,17,????,0,1,9,23,8,6
A415B018,18,????,0,1,9,23,8,6
A416B018,1,724,0,1,9,23,8,6
A416B018,2,503,0,1,9,23,8,6
A416B018,3,626,0,1,9,23,8,6
A416B018,4,1461,0,1,9,23,8,6
A416B018,5,273,0,1,9,23,8,6
A416B018,6,674,0,1,9,23,8,6
A416B018,7,1731,0,1,9,23,8,6
A416B018,8,373,0,1,9,23,8,6
A416B018,9,418,0,1,9,23,8,6
A416B018,10,1227,0,1,9,23,8,6
A416B018,11,462,0,1,9,23,8,6
A416B018,12,355,0,1,9,23,8,6
A416B018,13,????,0,1,9,23,8,6
A416B018,14,????,0,1,9,23,8,6
A416B018,15,????,2,1,10,31,15,17
A416B018,16,????,0,1,9,23,8,6
A416B018,17,????,0,1,9,23,8,6
A416B018,18,????,0,1,9,23,8,6
A417B018,1,10000,3,14,12,39,26,134
A417B018,2,9570,3,21,12,40,28,212
A417B018,3,8753,2,18,12,39,26,167
A417B018,4,10000,4,23,13,42,32,290
A417B018,5,6686,6,23,13,43,33,307
A417B018,6,9222,4,16,12,40,28,166
A417B018,7,7706,4,22,13,41,30,255
A417B018,8,5349,3,12,11,39,25,108
A417B018,9,4375,3,18,12,40,28,184
A417B018,10,3957,4,27,13,42,32,340
A417B018,11,7808,3,16,12,40,28,166
A417B018,12,6661,4,25,13,42,32,315
A417B018,13,????,3,14,12,39,26,134
A417B018,14,????,3,19,12,40,28,193
A417B018,15,????,1,12,11,36,21,83
A417B018,16,????,5,23,13,42,32,290
A417B018,17,????,2,18,12,39,26,167
A417B018,18,????,3,14,12,39,26,134
A418B018,1,10000,0,1,9,23,8,6
A418B018,2,660,1,1,9,29,13,12
A418B018,3,660,0,1,9,23,8,6
A418B018,4,660,1,1,9,29,13,12
A418B018,5,660,1,1,9,29,13,12
A418B018,6,660,0,1,9,23,8,6
A418B018,7,660,1,1,9,29,13,12
A418B018,8,660,1,1,9,29,13,12
A418B018,9,660,1,1,9,29,13,12
A418B018,10,660,1,1,9,29,13,12
A418B018,11,660,3,1,10,32,16,19
A418B018,12,660,1,1,9,29,13,12
A418B018,13,????,1,1,9,29,13,12
A418B018,14,????,0,1,9,23,8,6
A418B018,15,????,1,1,9,29,13,12
A418B018,16,????,1,1,9,29,13,12
A418B018,17,????,0,1,9,23,8,6
A418B018,18,????,1,1,9,29,13,12
A419B018,1,5290,1,1,9,29,13,12
A419B018,2,5156,4,16,12,40,28,166
A419B018,3,4971,1,16,12,37,24,132
A419B018,4,7495,4,16,12,40,28,166
A419B018,5,3390,2,26,13,40,29,283
A419B018,6,4807,2,18,12,39,26,167
A419B018,7,4409,3,12,11,39,25,108
A419B018,8,5971,3,1,10,32,16,19
A419B018,9,4563,3,8,11,38,24,76
A419B018,10,2474,5,1,10,33,17,20
A419B018,11,4687,3,8,11,38,24,76
A419B018,12,2560,3,16,12,40,28,166
A419B018,13,????,2,8,11,37,23,70
A419B018,14,????,4,1,10,33,17,20
A419B018,15,????,5,1,10,33,17,20
A419B018,16,????,3,8,11,38,24,76
A419B018,17,????,2,1,10,31,15,17
A419B018,18,????,3,1,10,32,16,19
A420B018,1,660,1,1,9,29,13,12
A420B018,2,660,2,1,10,31,15,17
A420B018,3,660,1,1,9,29,13,12
A420B018,4,660,0,1,9,23,8,6
A420B018,5,660,1,1,9,29,13,12
A420B018,6,660,1,1,9,29,13,12
A420B018,7,660,2,1,10,31,15,17
A420B018,8,660,1,1,9,29,13,12
A420B018,9,660,1,1,9,29,13,12
A420B018,10,660,1,1,9,29,13,12
A420B018,11,660,0,1,9,23,8,6
A420B018,12,660,1,1,9,29,13,12
A420B018,13,????,1,1,9,29,13,12
A420B018,14,????,2,1,10,31,15,17
A420B018,15,????,3,19,12,40,28,193
A420B018,16,????,3,1,10,32,16,19
A420B018,17,????,1,1,9,29,13,12
A420B018,18,????,3,1,10,32,16,19
A421B018,1,2481,0,1,9,23,8,6
A421B018,2,660,0,1,9,23,8,6
A421B018,3,660,0,1,9,23,8,6
A421B018,4,4561,0,1,9,23,8,6
A421B018,5,660,1,1,9,29,13,12
A421B018,6,10000,0,1,9,23,8,6
A421B018,7,3152,1,1,9,29,13,12
A421B018,8,2504,0,1,9,23,8,6
A421B018,9,660,0,1,9,23,8,6
A421B018,10,660,1,1,9,29,13,12
A421B018,11,660,0,1,9,23,8,6
A421B018,12,660,0,1,9,23,8,6
A421B018,13,????,0,1,9,23,8,6
A421B018,14,????,0,1,9,23,8,6
A421B018,15,????,0,1,9,23,8,6
A421B018,16,????,0,1,9,23,8,6
A421B018,17,????,0,1,9,23,8,6
A421B018,18,????,0,1,9,23,8,6
A422B018,1,660,0,1,9,23,8,6
A422B018,2,660,0,1,9,23,8,6
A422B018,3,660,0,1,9,23,8,6
A422B018,4,660,0,1,9,23,8,6
A422B018,5,660,0,1,9,23,8,6
A422B018,6,660,0,1,9,23,8,6
A422B018,7,660,0,1,9,23,8,6
A422B018,8,660,0,1,9,23,8,6
A422B018,9,660,0,1,9,23,8,6
A422B018,10,660,0,1,9,23,8,6
A422B018,11,660,0,1,9,23,8,6
A422B018,12,660,0,1,9,23,8,6
A422B018,13,????,1,1,9,29,13,12
A422B018,14,????,1,1,9,29,13,12
A422B018,15,????,1,8,10,35,19,51
A422B018,16,????,0,1,9,23,8,6
A422B018,17,????,1,1,9,29,13,12
A422B018,18,????,1,1,9,29,13,12
A423B018,1,10000,0,1,9,23,8,6
A423B018,2,3575,0,1,9,23,8,6
A423B018,3,5210,0,1,9,23,8,6
A423B018,4,660,0,1,9,23,8,6
A423B018,5,10000,0,1,9,23,8,6
A423B018,6,10000,0,1,9,23,8,6
A423B018,7,3596,1,1,9,29,13,12
A423B018,8,6699,0,1,9,23,8,6
A423B018,9,2472,0,1,9,23,8,6
A423B018,10,660,1,1,9,29,13,12
A423B018,11,660,0,1,9,23,8,6
A423B018,12,660,1,1,9,29,13,12
A423B018,13,????,0,1,9,23,8,6
A423B018,14,????,1,1,9,29,13,12
A423B018,15,????,0,1,9,23,8,6
A423B018,16,????,0,1,9,23,8,6
A423B018,17,????,0,1,9,23,8,6
A423B018,18,????,0,1,9,23,8,6
A424B018,1,660,0,1,9,23,8,6
A424B018,2,660,4,1,10,33,17,20
A424B018,3,660,1,1,9,29,13,12
A424B018,4,660,3,1,10,32,16,19
A424B018,5,660,2,1,10,31,15,17
A424B018,6,660,1,1,9,29,13,12
A424B018,7,660,1,1,9,29,13,12
A424B018,8,660,3,1,10,32,16,19
A424B018,9,660,0,1,9,23,8,6
A424B018,10,660,4,1,10,33,17,20
A424B018,11,660,1,1,9,29,13,12
A424B018,12,660,1,8,10,35,19,51
A424B018,13,????,0,1,9,23,8,6
A424B018,14,????,1,12,11,36,21,83
A424B018,15,????,3,1,10,32,16,19
A424B018,16,????,3,1,10,32,16,19
A424B018,17,????,1,1,9,29,13,12
A424B018,18,????,1,1,9,29,13,12
A425B018,1,660,0,1,9,23,8,6
A425B018,2,1720,0,1,9,23,8,6
A425B018,3,1335,0,1,9,23,8,6
A425B018,4,660,0,1,9,23,8,6
A425B018,5,1221,0,1,9,23,8,6
A425B018,6,927,0,1,9,23,8,6
A425B018,7,877,0,1,9,23,8,6
A425B018,8,1475,0,1,9,23,8,6
A425B018,9,892,0,1,9,23,8,6
A425B018,10,2690,0,1,9,23,8,6
A425B018,11,984,1,1,9,29,13,12
A425B018,12,1242,0,1,9,23,8,6
A425B018,13,????,0,1,9,23,8,6
A425B018,14,????,0,1,9,23,8,6
A425B018,15,????,0,1,9,23,8,6
A425B018,16,????,0,1,9,23,8,6
A425B018,17,????,0,1,9,23,8,6
A425B018,18,????,0,1,9,23,8,6
A426B018,1,660,2,1,10,31,15,17
A426B018,2,660,1,1,9,29,13,12
A426B018,3,660,3,1,10,32,16,19
A426B018,4,660,1,1,9,29,13,12
A426B018,5,7955,1,1,9,29,13,12
A426B018,6,4882,0,1,9,23,8,6
A426B018,7,10000,3,1,10,32,16,19
A426B018,8,7019,1,8,10,35,19,51
A426B018,9,10000,2,1,10,31,15,17
A426B018,10,10000,0,1,9,23,8,6
A426B018,11,5401,2,16,12,39,26,150
A426B018,12,6264,0,1,9,23,8,6
A426B018,13,????,1,1,9,29,13,12
A426B018,14,????,2,18,12,39,26,167
A426B018,15,????,1,1,9,29,13,12
A426B018,16,????,1,1,9,29,13,12
A426B018,17,????,0,1,9,23,8,6
A426B018,18,????,1,8,10,35,19,51
A427B018,1,660,0,1,9,23,8,6
A427B018,2,660,0,1,9,23,8,6
A427B018,3,660,0,1,9,23,8,6
A427B018,4,660,1,1,9,29,13,12
A427B018,5,660,1,8,10,35,19,51
A427B018,6,660,0,1,9,23,8,6
A427B018,7,2299,0,1,9,23,8,6
A427B018,8,1694,1,1,9,29,13,12
A427B018,9,1536,1,1,9,29,13,12
A427B018,10,2472,1,12,11,36,21,83
A427B018,11,660,1,12,11,36,21,83
A427B018,12,1045,0,1,9,23,8,6
A427B018,13,????,0,1,9,23,8,6
A427B018,14,????,0,1,9,23,8,6
A427B018,15,????,0,1,9,23,8,6
A427B018,16,????,0,1,9,23,8,6
A427B018,17,????,0,1,9,23,8,6
A427B018,18,????,0,1,9,23,8,6
A428B018,1,660,0,1,9,23,8,6
A428B018,2,4879,0,1,9,23,8,6
A428B018,3,1147,0,1,9,23,8,6
A428B018,4,654,0,1,9,23,8,6
A428B018,5,1761,2,14,11,38,24,114
A428B018,6,835,0,1,9,23,8,6
A428B018,7,1300,1,1,9,29,13,12
A428B018,8,660,0,1,9,23,8,6
A428B018,9,1223,3,25,13,41,30,288
A428B018,10,660,4,1,10,33,17,20
A428B018,11,6071,0,1,9,23,8,6
A428B018,12,1902,2,1,10,31,15,17
A428B018,13,????,0,1,9,23,8,6
A428B018,14,????,1,1,9,29,13,12
A428B018,15,????,0,1,9,23,8,6
A428B018,16,????,0,1,9,23,8,6
A428B018,17,????,2,16,12,39,26,150
A428B018,18,????,1,1,9,29,13,12
A429B018,1,979,0,1,9,23,8,6
A429B018,2,1657,0,1,9,23,8,6
A429B018,3,1897,0,1,9,23,8,6
A429B018,4,1720,0,1,9,23,8,6
A429B018,5,823,0,1,9,23,8,6
A429B018,6,2205,0,1,9,23,8,6
A429B018,7,2624,0,1,9,23,8,6
A429B018,8,2504,0,1,9,23,8,6
A429B018,9,886,0,1,9,23,8,6
A429B018,10,2537,0,1,9,23,8,6
